LTKBID,PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,URL (accessed on 1/21/2016),"VER_DISP (1=LTKB-BD, 2=others)"
LT01186,5361202.0,cefuroxime,1983.0,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,CO/N=C(\C1=CC=CO1)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8da31eca-51cf-4a01-9159-740f772b0f15,2
LT01856,60773.0,valaciclovir,1995.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d38cbdb-4e4d-4174-461d-7a3b6475e6a5,2
LT02008,152946.0,moxifloxacin,1999.0,Less-DILI-Concern,8,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56b4f979-bf20-4908-9d7c-5536221d77f8,2
LT01012,64143.0,nelfinavir,1997.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e72c2bc6-9462-4a2e-8e1d-b97592376cbd,2
LT02026,3652.0,hydroxychloroquine,1955.0,Less-DILI-Concern,7,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71a8ea7d-e71d-4b71-871e-b592dd7ad047,2
LT02929,146570.0,escitalopram,2002.0,Less-DILI-Concern,7,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2db02476-325f-ee47-a7e5-b5aed56c364c,2
LT01517,4053.0,melphalan,1964.0,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff913271-0090-4832-a0fe-5154fe8f97b9,2
LT01375,3356.0,flecainide,1985.0,Less-DILI-Concern,7,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,Negative,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4f6b78d4-8ac8-464b-bb78-ee70cbc97898,2
LT00049,6249.0,ampicillin,1971.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,,,Negative,Negative,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1422ac93-067c-489b-9b95-17cd00303f4c,2
LT00841,15459.0,metaxalone,1962.0,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,,,,Negative,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=edc1656d-26f0-95c2-ee8f-50518fd5affd,2
LT01141,71158.0,acamprosate,2004.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,Negative,CC(=O)NCCCS(=O)(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c427b06-32d4-482f-bb83-71e386c1e203,2
LT01023,60606.0,clopidogrel,1997.0,Less-DILI-Concern,7,Adverse reactions,Yes,vLess-DILI-Concern,,,,Negative,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01af55ee-a92f-4e67-a14f-3621da3ed3f5,2
LT00532,2802.0,clonazepam,1975.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,Negative,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1617e8e2-54a8-4119-b865-d20d2350df3e,2
LT00192,5994.0,progesterone,1976.0,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,HH,non-hepatotixic,Positive,,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b0a40ca9-c1d8-4611-9cfa-edcae58b6ebe,2
LT01499,3961.0,losartan,1995.0,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,HH,non-hepatotixic,Positive,,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f3b370c-ca97-e0a5-dbd2-870d7c7782cf,2
LT00011,2796.0,clofibrate,1967.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,non-hepatotixic,Positive,,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,,1
LT00313,4485.0,nifedipine,1981.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,Hepatotoxic,Positive,,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d8d582f9-12d0-4aab-9a64-c8bd072a7741,1
LT01679,5280452.0,piroxicam,1982.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,Hepatotoxic,Positive,,CN1/C(=C(\NC2=CC=CC=N2)/O)/C(=O)C3=CC=CC=C3S1(=O)=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3fa3d666-3154-23a7-1c69-915cd6f6a87c,1
LT01725,441074.0,quinidine,1950.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,HH,Hepatotoxic,Positive,,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a90a03b0-ffbe-4cf6-90b5-bfb0412a1cb2,2
LT00094,36462.0,etoposide,1983.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,HH,Hepatotoxic,Positive,,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=508a418e-985f-4208-9324-2230655bb5c2,2
LT00379,2727.0,chlorpropamide,1958.0,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,HH,Hepatotoxic,Positive,,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=baa54287-8065-da1a-f19e-ce8daf61bd01,1
LT00108,3696.0,imipramine,1959.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,HH,Hepatotoxic,Positive,,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=75bf3473-2d70-4d41-93cd-afa1015e45bb,1
LT00437,4917.0,prochlorperazine,1956.0,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,HH,Hepatotoxic,Positive,,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6b0e958b-fde0-74ea-b196-1e62f90b5bbe,2
LT00061,498142.0,carboplatin,1989.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f330f5a2-2cad-402f-bcbb-26245a753276,1
LT00071,441203.0,cisplatin,1978.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,N.N.Cl[Pt+2]Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de6302d5-85f0-4116-a709-57826c2c84fe,1
LT01565,4212.0,mitoxantrone,1987.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79d6dee4-5927-458d-a8af-228328a37db3,2
LT00204,3826.0,ketorolac,1989.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=688f5dec-a6db-43c6-a1f8-5df99d08d395,1
LT00233,1548955.0,clomiphene,1967.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=df518802-0efd-4da4-816d-65a7e92cecd2,2
LT01235,6098.0,cloxacillin,1974.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,,2
LT00308,4030.0,mebendazole,1974.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c338415f-41e0-071d-8c51-a80a02ebf2cd,1
LT01923,8549.0,quinine,2005.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce2ffee3-3048-43a0-ac45-ee32ce0c4c33,2
LT01746,60787.0,saquinavir,1995.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c00d1607-ac36-457b-a34b-75ad74f9cf0a,1
LT02166,6918453.0,auranofin,1985.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,CCP(CC)CC.CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=05c34ddf-a0f7-4267-83f5-d02be3defc37,2
LT00430,36314.0,paclitaxel,1992.0,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ea28753a-8631-460a-bfdc-b101eb8ac84a,2
LT01862,5978.0,vincristine,1963.0,Less-DILI-Concern,8,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01cee93f-3ab9-44fa-8c9a-dd5958fd2db9,2
LT00143,5833.0,spironolactone,1960.0,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=322f2b36-ca93-4a57-9413-ef4efbbb3c65,1
LT00877,5403.0,terbutaline,1974.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=382dcebb-6e41-4335-818d-b5822e3fb884,2
LT01302,3114.0,disopyramide,1977.0,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=11a68e26-d2e4-48f6-ba0f-9bdd5778f25a,2
LT00139,6323490.0,rifabutin,1992.0,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,C[C@H]1/C=C/C=C(\C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)/C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3e1a6613-bdd3-4261-93b3-d7f5cc09064b,2
LT01549,4168.0,metoclopramide,1979.0,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2ad82e21-44b6-4a2f-a62f-05ca37347ea5,2
LT01830,5533.0,trazodone,1981.0,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4006d439-e2de-4590-82e9-fc9d56e3ec1b,1
LT01735,5073.0,risperidone,1993.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0a21bec-68f0-444e-a611-d0602859410c,2
LT00452,2723601.0,thioguanine,1966.0,Less-DILI-Concern,2,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,C1=NC2=C(N1)C(=S)N=C(N2)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dfda4177-3c9d-44ab-3ca6-e4db8e9fc603,1
LT00614,4915.0,procarbazine,1969.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de1c8271-64d8-4ea5-85e8-871faa4d7632,2
LT00562,3690.0,ifosfamide,1988.0,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,C1CN(P(=O)(OC1)NCCCl)CCCl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=14f535d7-4593-4cee-94fb-54ee239d95d2,1
LT00266,5503.0,tolazamide,1966.0,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c8e26b95-96f4-4b0d-929d-31dd240cfe44,2
LT01820,5509.0,tolmetin,1976.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=332731f4-6625-4b6c-9d8f-36e8a11d2d0d,2
LT01255,2913.0,cyproheptadine,1961.0,Less-DILI-Concern,7,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=12cf01c7-bb0b-47db-8401-fd43d8dce1ff,2
LT00053,2244.0,aspirin,1965.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,non-hepatotixic,Negative,Postive,CC(=O)OC1=CC=CC=C1C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0d9502bd-7d0a-4f68-8c02-ed9296633823 ,2
LT00805,4771.0,phentermine,1959.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,non-hepatotixic,,Negative,CC(C)(CC1=CC=CC=C1)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7ca86c66-409b-4852-8631-c3ada6e60738,1
LT01029,3385.0,fluorouracil,1962.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,HH,,Positive,Postive,C1=C(C(=O)NC(=O)N1)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b90e0da7-f702-4f09-9488-74f2bb20e9ac,2
LT00119,4091.0,metformin,1995.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,WE,,Negative,,CN(C)C(=N)N=C(N)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8004451-7b26-425b-b5ea-cbb1b08e30e3,2
LT00167,57363.0,finasteride,1992.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,non-hepatotixic,,,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=63ed2cec-c677-45bd-a802-64a9ec54046f,2
LT00800,7699.0,benzonatate,1958.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=199a42ae-4d19-4e68-934d-dabd27084988,1
LT00584,4173.0,metronidazole,1963.0,No-DILI-Concern,3,No match,Yes,vLess-DILI-Concern,HH,,Positive,Postive,CC1=NC=C(N1CCO)[N+](=O)[O-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5b019ffd-1f70-43f6-bc33-dd16e1481531,1
LT00161,441141.0,vancomycin,1964.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,HH,,Positive,,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H](C(C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c8d63431-46d0-407b-b350-bb8e57e34f65,1
LT01933,5328.0,sulfamethizole,1953.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,HH,,Positive,,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=be27854a-a805-4300-9729-accd1b7f226f,2
LT01154,5486971.0,pregabalin,2004.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,Postive,CC(C)C[C@@H](CC(=O)O)CN,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce1a4b9d-3127-4416-8bf2-fee5899fc0ba,2
LT00665,6918456.0,prasugrel hydrochloride,2009.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fe9c118-c44b-48d7-a142-9668ae3df0c6,2
LT00859,3821.0,ketamine,1970.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=505dc937-694d-4a3a-befa-aae20071b4c7,1
LT00980,2088.0,alendronate,1995.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b2adbfa-a28e-442e-8047-cda45c4731da,1
LT01244,5493444.0,aliskiren,2007.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=833c7a0b-5f64-4363-94d5-9a179049113a,2
LT01853,71771.0,aceclofenac,,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8a023942-01e8-4849-aa3c-1a640ffc7fd3,2
LT01088,68740.0,zoledronate,2001.0,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f0cdfa57-95e5-416b-bc2f-cde2491c2fd0,2
LT01402,,abatacept,2005.0,No-DILI-Concern,0,No match,Yes(literature),vLess-DILI-Concern,,,,,,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0836c6ac-ee37-5640-2fed-a3185a0b16eb,2
LT00162,445354.0,vitamin a,1949.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,,,Positive,,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1c00853-695a-4859-6c8b-22374a98f46d,2
LT00134,4829.0,pioglitazone,1999.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0478f0e7-87fb-4adb-ae9b-6624555ccbe4,1
LT00140,77999.0,rosiglitazone,1999.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec682aec-e98f-41a1-9d21-eb7580ea3a8a,2
LT00052,3152.0,donepezil,1996.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e1e203cd-fd4c-4046-810b-5d7aea47525e,2
LT00647,6691.0,warfarin,1954.0,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3fb2aa58-3a40-4255-a261-e2db5b9a5dde,1
LT00180,5865.0,prednisone,1955.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b682e76-7b10-43a9-9527-81a633b7d0c0,2
LT01207,2719.0,chloroquine,1949.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eb02c52d-907c-43fb-aa8f-2f378a9087e7,1
LT02007,5281040.0,montelukast,1998.0,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4eabe2b1-7f4d-4720-bf70-191e6df67c79,1
LT00248,2812.0,clotrimazole,1975.0,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0bc4b876-ddee-4f03-b44f-544348739a26,1
